zip,city,state
4134,Putzleinsdorf,Upper Austria
4141,Pfarrkirchen im Mühlkreis,Upper Austria
4142,Hofkirchen im Mühlkreis,Upper Austria
4143,Neustift im Mühlkreis,Upper Austria
4144,Oberkappel,Upper Austria
4150,Rohrbach in Upper Austria",Upper Austria
4151,Oepping,Upper Austria
4152,Sarleinsbach,Upper Austria
4153, "Peilstein in the Mühlviertel,Upper Austria
4154,Kollerschlag,Upper Austria
4155,Nebelberg,Upper Austria
4160,Aigen-Schlägl,Upper Austria
4161,Ulrichsberg,Upper Austria
4162,Julbach,Upper Austria
4163,Klaffer am Hochficht,Upper Austria
4164,Schwarzenberg am Böhmerwald,Upper Austria
4170,Haslach an der Mühl,Upper Austria
4171,St. Peter am Wimberg",Upper Austria
4172,St. Johann am Wimberg",Upper Austria
4173,St. Veit im Mühlkreis",Upper Austria
4174,Niederwaldkirchen,Upper Austria
4175,Herzogsdorf,Upper Austria
4180,Zwettl an der Rodl,Upper Austria
4181,Oberneukirchen,Upper Austria
4182,Waxenberg,Upper Austria
4183,Traberg,Upper Austria
4184,Helfenberg,Upper Austria
4190,Bad Leonfelden,Upper Austria
4191,Vorderweißenbach,Upper Austria
4192,Schenkenfelden,Upper Austria
4193,Reichenthal,Upper Austria
4201,Gramastetten,Upper Austria
4202,Hellmonsödt,Upper Austria
4203,Altenberg near Linz,Upper Austria
4204,Reichenau im Mühlkreis,Upper Austria
4209,Engerwitzdorf,Upper Austria
4210,Gallneukirchen,Upper Austria
4211,Alberndorf in der Riedmark,Upper Austria
4212,Neumarkt im Mühlkreis,Upper Austria
4213,Unterweitersdorf,Upper Austria
4221,Steyregg,Upper Austria
4222,St. Georgen an der Gusen,Upper Austria
4223,Katsdorf,Upper Austria
4224,Wartberg ob der Aist,Upper Austria
4224,Wartberg ob der Aist,Upper Austria
4225,Luftenberg,Upper Austria
4230,Pregarten,Upper Austria
4232,Hagenberg im Mühlkreis,Upper Austria
4240,Freistadt,Upper Austria
4240,Freistadt,Upper Austria
4242,Hirschbach im Mühlkreis,Upper Austria
4251,Sandl,Upper Austria
4252,Liebenau,Upper Austria
4261,Rainbach im Mühlkreis,Upper Austria
4262,Leopoldschlag,Upper Austria
4263, "Windhaag bei Freistadt",Upper Austria
4264,Grünbach,Upper Austria
4271, "St. Oswald bei Freistadt",Upper Austria
4272,Weitersfelden,Upper Austria
4273,Unterweißenbach,Upper Austria
4274,Schönau im Mühlkreis,Upper Austria
4280,Königswiesen,Upper Austria
4281,Mönchdorf,Upper Austria
4282,Pierbach,Upper Austria
4283,Bad Zell,Upper Austria
4284,Tragwein,Upper Austria
4284,Tragwein,Upper Austria
4291,Lasberg,Upper Austria
4292,Kefermarkt,Upper Austria
4293,Gutau,Upper Austria
4294,St. Leonhard bei Freistadt,Upper Austria
4300,St. Valentin,Lower Austria
4303,St. Pantaleon,Lower Austria
4310,Mauthausen,Upper Austria
4311,Schwertberg,Upper Austria
4311,Schwertberg,Upper Austria
4312,Ried in der Riedmark,Upper Austria
4320,Perg,Upper Austria
4322,Windhaag bei Perg,Upper Austria
4323,Münzbach,Upper Austria
4324,Rechberg,Upper Austria
4331,Naarn,Upper Austria
4332,Au an der Donau,Upper Austria
4341,Arbing,Upper Austria
4342,Baumgartenberg,Upper Austria
4343,Mitterkirchen,Upper Austria
4351,Saxen,Upper Austria
4352,Klam,Upper Austria
4360,Grein,Upper Austria
4362,Bad Kreuzen,Upper Austria
4363,Pabneukirchen,Upper Austria
4364, "St. Thomas",Upper Austria
4371,Dimbach,Upper Austria
4372, "St. Georgen am Walde",Upper Austria
4381, "St. Nikola an der Donau",Upper Austria
4382,Sarmingstein,Upper Austria
4391, "Waldhausen im Strudengau",Upper Austria
4392,Dorfstetten,Lower Austria
4400,Steyr,Upper Austria
4407,Steyr-Gleink,Upper Austria
4421,Aschach an der Steyr,Upper Austria
4421,Aschach an der Steyr,Upper Austria
4431,Haidershofen,Lower Austria
4432,Ernsthofen,Lower Austria
4441,Behamberg,Lower Austria
4442,Kleinraming,Upper Austria
4443,Maria Neustift,Upper Austria
4451,Garsten,Upper Austria
4452,Ternberg,Upper Austria
4453,Trattenbach,Upper Austria
4460,Losenstein,Upper Austria
4461,Laussa,Upper Austria
4462,Reichraming,Upper Austria
4463,Großraming,Upper Austria
4464,Kleinreifling,Upper Austria
4470,Enns,Upper Austria
4481,Asten,Upper Austria
4482,Ennsdorf,Lower Austria
4483,Hargelsberg,Upper Austria
4484,Kronstorf,Upper Austria
4490,St. Florian,Upper Austria
4491,Niederneukirchen,Upper Austria
4492,Hofkirchen im Traunkreis",Upper Austria
4493,Wolfern,Upper Austria
4501,Neuhofen an der Krems,Upper Austria
4502,St. Marien,Upper Austria
4511,Allhaming,Upper Austria
4521,Schiedlberg,Upper Austria
4522,Sierning,Upper Austria
4523,Neuzeug,Upper Austria
4531,Kematen an der Krems,Upper Austria
4532,Rohr im Kremstal,Upper Austria
4533,Piberbach,Upper Austria
4540,Bad Hall,Upper Austria
4541,Adlwang,Upper Austria
4542,Nußbach,Upper Austria
4550,Kremsmünster,Upper Austria
4551,Ried im Traunkreis,Upper Austria
4552,Wartberg an der Krems,Upper Austria
4553,Schlierbach,Upper Austria
4554,Oberschlierbach,Upper Austria
4560,Kirchdorf an der Krems,Upper Austria
4562,Steinbach am Ziehberg,Upper Austria
4563,Micheldorf,Upper Austria
4564,Klaus an der Pyhrnbahn,Upper Austria
4565,Inzersdorf im Kremstal,Upper Austria
4571,Steyrling,Upper Austria
4572,St. Pankraz,Upper Austria
4573,Hinterstoder,Upper Austria
4574,Vorderstoder,Upper Austria
4575,Roßleithen,Upper Austria
4580,Windischgarsten,Upper Austria
4581,Rosenau am Hengstpaß,Upper Austria
4582,Spital am Pyhrn,Upper Austria
4591,Molln,Upper Austria
4592,Leonstein,Upper Austria
4593,Obergrünburg,Upper Austria
4594,Grünburg,Upper Austria
4594,Grünburg,Upper Austria
4595,Waldneukirchen,Upper Austria
4596,Steinbach an der Steyr,Upper Austria
4600,Wels,Upper Austria
4611,Buchkirchen,Upper Austria
4611,Buchkirchen,Upper Austria
4612,Scharten,Upper Austria
4612,Scharten,Upper Austria
4613,Mistelbach bei Wels,Upper Austria
4614,Marchtrenk,Upper Austria
4615,Holzhausen,Upper Austria
4616,Weißkirchen,Upper Austria
4616,Weißkirchen,Upper Austria
4621,Sipbachzell,Upper Austria
4621,Sipbachzell,Upper Austria
4622,Eggendorf im Traunkreis,Upper Austria
4623,Gunskirchen,Upper Austria
4624,Pennewang,Upper Austria
4625,Offenhausen,Upper Austria
4625,Offenhausen,Upper Austria
4631,Krenglbach,Upper Austria
4631,Krenglbach,Upper Austria
4632,Pichl bei Wels,Upper Austria
4632,Pichl bei Wels,Upper Austria
4633,Kematen am Innbach,Upper Austria
4633,Kematen am Innbach,Upper Austria
4641,Steinhaus,Upper Austria
4642,Sattledt,Upper Austria
4643,Pettenbach,Upper Austria
4643,Pettenbach,Upper Austria
4644,Scharnstein,Upper Austria
4645,Grünau im Almtal,Upper Austria
4650,Lambach,Upper Austria
4651,Stadl-Paura,Upper Austria
4652,Steinerkirchen an der Traun,Upper Austria
4653,Eberstalzell,Upper Austria
4653,Eberstalzell,Upper Austria
4654,Bad Wimsbach-Neydharting,Upper Austria
4655,Vorchdorf,Upper Austria
4655,Vorchdorf,Upper Austria
4656,Kirchham,Upper Austria
4661,Roitham am Traunfall,Upper Austria
4662,Steyrermühl,Upper Austria
4663,Laakirchen,Upper Austria
4664,Oberweis,Upper Austria
4671,Neukirchen bei Lambach,Upper Austria
4672,Bachmanning,Upper Austria
4673,Gaspoltshofen,Upper Austria
4674,Altenhof am Hausruck,Upper Austria
4675,Weibern,Upper Austria
4676,Aistersheim,Upper Austria
4680, "Haag am Hausruck",Upper Austria
4680,Haag am Hausruck,Upper Austria
4681,Rottenbach,Upper Austria
4682,Geboltskirchen,Upper Austria
4690,Schwanenstadt,Upper Austria
4690,Schwanenstadt,Upper Austria
4691,Breitenschützing,Upper Austria
4692,Niederthalheim,Upper Austria
4692,Niederthalheim,Upper Austria
4693,Desselbrunn,Upper Austria
4694,Ohlsdorf,Upper Austria
4701,Bad Schallerbach,Upper Austria
4702,Wallern an der Trattnach,Upper Austria
4707,Schlüßlberg,Upper Austria
4710,Grieskirchen,Upper Austria
4712,Michaelnbach,Upper Austria
4713,Gallspach,Upper Austria
4714,Meggenhofen,Upper Austria
4715,Taufkirchen an der Trattnach,Upper Austria
4716,Hofkirchen an der Trattnach,Upper Austria
4720,Neumarkt im Hausruckkreis",Upper Austria
4721,Altschwendt,Upper Austria
4722,Peuerbach,Upper Austria
4723,Natternbach,Upper Austria
4724,Neukirchen am Walde,Upper Austria
4725,St. Aegidi,Upper Austria
4730,Waizenkirchen,Upper Austria
4731,Prambachkirchen,Upper Austria
4732,St. Thomas,Upper Austria
4733,Heiligenberg,Upper Austria
4741,Wendling,Upper Austria
4742,Pram,Upper Austria
4743,Peterskirchen,Upper Austria
4751,Dorf,Upper Austria
4751,Dorf,Upper Austria
4752,Riedau,Upper Austria
4753,Taiskirchen im Innkreis,Upper Austria
4754,Andrichsfurt,Upper Austria
4755,Zell an der Pram,Upper Austria
4760,Raab,Upper Austria
4761,Enzenkirchen,Upper Austria
4762,St. Willibald,Upper Austria
4770,Andorf,Upper Austria
4771,Sigharting,Upper Austria
4772,Lambrechten,Upper Austria
4773,Eggerding,Upper Austria
4774,St. Marienkirchen bei Schärding",Upper Austria
4775,Taufkirchen an der Pram,Upper Austria
4776,Diersbach,Upper Austria
4777,Mayrhof,Upper Austria
4780,Schärding,Upper Austria
4782,St. Florian am Inn,Upper Austria
4783,Wernstein am Inn,Upper Austria
4784,Schardenberg,Upper Austria
4785,Freinberg,Upper Austria
4786,Brunnenthal,Upper Austria
4791,Rainbach im Innkreis,Upper Austria
4792,Münzkirchen,Upper Austria
4793,St. Roman,Upper Austria
4794,Kopfing im Innkreis,Upper Austria
4800,Attnang-Puchheim,Upper Austria
4801,Traunkirchen,Upper Austria
4802,Ebensee,Upper Austria
4810,Gmunden,Upper Austria
4812,Pinsdorf,Upper Austria
4812,Pinsdorf,Upper Austria
4813,Altmünster,Upper Austria
4814,Neukirchen,Upper Austria
4814,Neukirchen,Upper Austria
4816,Gschwandt,Upper Austria
4817,St. Konrad,Upper Austria
4820,Bad Ischl,Upper Austria
4821,Lauffen,Upper Austria
4822,Bad Goisern am Hallstättersee,Upper Austria
4823,Steeg,Upper Austria
4824,Gosau,Upper Austria
4825,Gosau-Hintertal,Upper Austria
4830,Hallstatt,Upper Austria
4831,Obertraun,Upper Austria
4840,Vöcklabruck,Upper Austria
4841,Ungenach,Upper Austria
4842,Zell am Pettenfirst,Upper Austria
4843,Ampflwang,Upper Austria
4844,Regau,Upper Austria
4845,Rutzenmoos,Upper Austria
4845,Rutzenmoos,Upper Austria
4846,Redlham,Upper Austria
4849,Puchkirchen am Trattberg,Upper Austria
4850,Timelkam,Upper Austria
4851,Gampern,Upper Austria
4852,Weyregg am Attersee,Upper Austria
4853,Steinbach am Attersee,Upper Austria
4854,Weißenbach,Upper Austria
4854,Weißenbach,Upper Austria
4860,Lenzing,Upper Austria
4861,Schörfling,Upper Austria
4863,Seewalchen am Attersee,Upper Austria
4864,Attersee,Upper Austria
4865,Nußdorf am Attersee,Upper Austria
4866,Unterach,Upper Austria
4866,Unterach,Upper Austria
4870,Vöcklamarkt,Upper Austria
4871,Zipf,Upper Austria
4872,Neukirchen an der Vöckla,Upper Austria
4873,Frankenburg am Hausruck,Upper Austria
4880,St. Georgen im Attergau",Upper Austria
4881,Straß im Attergau,Upper Austria
4882,Oberwang,Upper Austria
4890,Frankenmarkt,Upper Austria
4891,Pöndorf,Upper Austria
4892,Fornach,Upper Austria
4893,Zell am Moos,Upper Austria
4894,Oberhofen am Irrsee,Upper Austria
4901,Ottnang,Upper Austria
4902,Wolfsegg am Hausruck,Upper Austria
4902,Wolfsegg am Hausruck,Upper Austria
4903,Manning,Upper Austria
4904,Atzbach,Upper Austria
4906,Eberschwang,Upper Austria
4910,Ried im Innkreis,Upper Austria
4911,Tumeltsham,Upper Austria
4912,Neuhofen im Innkreis,Upper Austria
4920,Schildorn,Upper Austria
4921,Hohenzell,Upper Austria
4922,Geiersberg,Upper Austria
4923,Lohnsburg,Upper Austria
4924,Waldzell,Upper Austria
4925,Pramet,Upper Austria
4926,St. Marienkirchen am Hausruck,Upper Austria
4931,Mettmach,Upper Austria
4931,Mettmach,Upper Austria
4932,Kirchheim im Innkreis,Upper Austria
4932,Kirchheim im Innkreis,Upper Austria
4933,Wildenau,Upper Austria
4941,Mehrnbach,Upper Austria
4942,Gurten,Upper Austria
4943,Geinberg,Upper Austria
4950,Altheim,Upper Austria
4951,Polling im Innkreis,Upper Austria
4952,Weng im Innkreis,Upper Austria
4961,Mühlheim am Inn,Upper Austria
4962,Mining,Upper Austria
4963,St. Peter am Hart,Upper Austria
4970,Eitzing,Upper Austria
4971,Aurolzmünster,Upper Austria
4972,Utzenaich,Upper Austria
4973,St. Martin,Upper Austria
4974,Ort im Innkreis,Upper Austria
4975,Suben,Upper Austria
4980,Antiesenhofen,Upper Austria
4981,Reichersberg,Upper Austria
4982,Obernberg am Inn,Upper Austria
4983,St. Georgen bei Obernberg am Inn,Upper Austria
4984,Weilbach,Upper Austria
5020,Salzburg,Salzburg
5023,Salzburg-Gnigl,Salzburg
5026,Salzburg-Aigen,Salzburg
5061,Elsbethen-Glasenbach,Salzburg
5071,Wals,Salzburg
5081,Anif,Salzburg
5082,Grödig,Salzburg
5083,Gartenau-St. Leonhard,Salzburg
5084,Großgmain,Salzburg
5090,Lofer,Salzburg
5091,Unken,Salzburg
5092,St. Martin bei Lofer,Salzburg
5093,Weißbach bei Lofer,Salzburg
5101,Bergheim,Salzburg
5102,Anthering,Salzburg
5110,Oberndorf near Salzburg,Salzburg
5111,Bürmoos,Salzburg
5112,Lamprechtshausen,Salzburg
5113,St. Georgen near Salzburg,Salzburg
5114,Göming,Salzburg
5120,St. Pantaleon,Upper Austria
5121,Ostermiething,Upper Austria
5122,Ach,Upper Austria
5123,Überackern,Upper Austria
5131,Franking,Upper Austria
5132,Geretsberg,Upper Austria
5133,Gilgenberg am Weilhart,Upper Austria
5134,Schwand im Innkreis,Upper Austria
5141,Moosdorf,Upper Austria
5142,Eggelsberg,Upper Austria
5143,Feldkirchen bei Mattighofen,Upper Austria
5144,Handenberg,Upper Austria
5145,Neukirchen an der Enknach,Upper Austria
5151,Nußdorf am Haunsberg,Salzburg
5152,Michaelbeuern,Salzburg
5161,Elixhausen,Salzburg
5162,Obertrum am See,Salzburg
5163,Mattsee,Salzburg
5164,Seeham,Salzburg
5165,Berndorf near Salzburg,Salzburg
5166,Perwang am Grabensee,Upper Austria
5201,Seekirchen,Salzburg
5202,Neumarkt am Wallersee,Salzburg
5202,Neumarkt am Wallersee,Salzburg
5203,Köstendorf,Salzburg
5204,Straßwalchen,Salzburg
5204,Straßwalchen,Salzburg
5205,Schleedorf,Salzburg
5211,Friedburg,Upper Austria
5212,Schneegattern,Upper Austria
5212,Schneegattern,Upper Austria
5221,Lochen am See,Upper Austria
5222,Munderfing,Upper Austria
5223,Pfaffstätt,Upper Austria
5224,Auerbach,Upper Austria
5225,Jeging,Upper Austria
5230,Mattighofen,Upper Austria
5231,Schalchen,Upper Austria
5232,Kirchberg bei Mattighofen,Upper Austria
5233,Pischelsdorf am Engelbach,Upper Austria
5241,Maria Schmolln,Upper Austria
5242,St. Johann am Walde",Upper Austria
5251,Höhnhart,Upper Austria
5252,Aspach,Upper Austria
5261,Uttendorf,Upper Austria
5270,Mauerkirchen,Upper Austria
5271,Moosbach,Upper Austria
5272,Treubach,Upper Austria
5273,Roßbach,Upper Austria
5274,Burgkirchen,Upper Austria
5280,Braunau am Inn,Upper Austria
5282,Braunau,Upper Austria
5300,Hallwang,Salzburg
5301,Eugendorf,Salzburg
5302,Henndorf am Wallersee,Salzburg
5303,Thalgau,Salzburg
5310,Mondsee,Upper Austria
5310,Mondsee,Upper Austria
5311,Loibichl,Upper Austria
5321,Koppl,Salzburg
5322,Hof bei Salzburg,Salzburg
5323,Ebenau,Salzburg
5323,Ebenau,Salzburg
5324,Faistenau,Salzburg
5325,Plainfeld,Salzburg
5330,Fuschl am See,Salzburg
5340,St. Gilgen,Salzburg
5342,Abersee,Salzburg
5350,Strobl,Salzburg
5360,St. Wolfgang im Salzkammergut,Upper Austria
5360,St. Wolfgang im Salzkammergut,Upper Austria
5400,Hallein,Salzburg
5411,Oberalm,Salzburg
5412,Puch near Hallein,Salzburg
5421,Adnet,Salzburg
5422,Heilbad Dürrnberg,Salzburg
5423,St. Koloman,Salzburg
5424,Bad Vigaun,Salzburg
5425,Krispl,Salzburg
5431,Kuchl,Salzburg
5440,Golling an der Salzach",Salzburg
5441,Abtenau,Salzburg
5442,Russbach at the pass Gschütt",Salzburg
5450,Werfen,Salzburg
5451,Tenneck,Salzburg
5452,Pfarrwerfen,Salzburg
5453,Werfenweng,Salzburg
5500,Bischofshofen,Salzburg
5505,Mühlbach am Hochkönig,Salzburg
5511,Hüttau,Salzburg
5521,Niedernfritz,Salzburg
5522,St. Martin am Tennengebirge,Salzburg
5523,Lungötz,Salzburg
5524,Annaberg,Salzburg
5531, "Eben im Pongau,Salzburg
5532,Filzmoos,Salzburg
5541,Altenmarkt im Pongau,Salzburg
5542,Flachau,Salzburg
5550,Radstadt,Salzburg
5552,Forstau,Salzburg
5561,Untertauern,Salzburg
5562,Obertauern,Salzburg
5562,Obertauern,Salzburg
5563,Tweng,Salzburg
5570,Mauterndorf,Salzburg
5571,Mariapfarr,Salzburg
5572,St. Andrä im Lungau,Salzburg
5573,Weißpriach,Salzburg
5574,Göriach,Salzburg
5575,Lessach,Salzburg
5580,Tamsweg,Salzburg
5581,St. Margarethen im Lungau,Salzburg
5582,St. Michael im Lungau,Salzburg
5583,Muhr,Salzburg
5584,Zederhaus,Salzburg
5585,Unternberg,Salzburg
5591,Ramingstein,Salzburg
5592,Thomatal,Salzburg
5600,St. Johann im Pongau,Salzburg
5602,Wagrain,Salzburg
5603,Kleinarl,Salzburg
5611,Großarl,Salzburg
5612,Hüttschlag,Salzburg
5620,Schwarzach im Pongau,Salzburg
5621,St. Veit im Pongau,Salzburg
5622,Goldegg,Salzburg
5630,Bad Hofgastein",Salzburg
5632,Dorfgastein,Salzburg
5640,Bad Gastein,Salzburg
5645,Böckstein,Salzburg
5651,Lend,Salzburg
5652,Dienten am Hochkönig,Salzburg
5660,Taxenbach,Salzburg
5661,Rauris,Salzburg
5662,Gries,Salzburg
5671, "Bruck an der Großglocknerstraße",Salzburg
5672, "Fusch an der Glocknerstraße",Salzburg
5700, "Zell am See",Salzburg
5710,Kaprun,Salzburg
5721,Piesendorf,Salzburg
5722,Niedernsill,Salzburg
5723,Uttendorf,Salzburg
5724,Stuhlfelden,Salzburg
5730,Mittersill,Salzburg
5731,Hollersbach im Pinzgau,Salzburg
5732,Mühlbach,Salzburg
5733, "Bramberg am Wildkogel",Salzburg
5741, "Neukirchen am Großvenediger",Salzburg
5742, "Wald im Pinzgau",Salzburg
5743,Krimml,Salzburg
5751,Maishofen,Salzburg
5752,Viehhofen,Salzburg
5753,Saalbach,Salzburg
5754,Hinterglemm,Salzburg
5760, "Saalfelden am Steinernen Meer",Salzburg
5761, "Maria Alm am Steinernen Meer",Salzburg
5771,Leogang,Salzburg
6020,Innsbruck,Tyrol
6060,Hall in Tirol,Tyrol
6063,Rum,Tyrol
6065,Thaur,Tyrol
6067,Absam,Tyrol
6068,Mils,Tyrol
6069,Gnadenwald,Tyrol
6070,Ampass,Tirol
6071,Aldrans,Tyrol
6072,Lans,Tyrol
6073,Sistrans,Tyrol
6074,Rinn,Tyrol
6075,Tulfes,Tyrol
6080,Innsbruck-Igls,Tyrol
6082,Patsch,Tyrol
6083,Ellbögen,Tyrol
6091,Götzens,Tyrol
6092,Birgitz,Tyrol
6094,Axams,Tyrol
6095,Grinzens,Tyrol
6100,Seefeld in Tirol,Tyrol
6103,Reith bei Seefeld,Tyrol
6105,Leutasch,Tyrol
6108,Scharnitz,Tyrol
6111,Volders,Tyrol
6112,Wattens,Tyrol
6113,Wattenberg,Tyrol
6114,Kolsass,Tyrol
6115,Kolsassberg,Tirol
6116,Weer,Tyrol
6121,Baumkirchen,Tyrol
6122,Fritzens,Tirol
6123,Terfens,Tirol
6130,Schwaz,Tyrol
6133,Weerberg,Tyrol
6134,Vomp,Tyrol
6135,Stans,Tyrol
6136,Pill,Tyrol
6141,Schönberg in the Stubaital,Tyrol
6142,Mieders,Tyrol
6143,Matrei am Brenner,Tyrol
6145,Navis,Tyrol
6150, "Steinach am Brenner",Tyrol
6152,Trins,Tyrol
6154, "St. Jodok am Brenner",Tyrol
6156, "Gries am Brenner",Tyrol
6157, "Obernberg am Brenner",Tyrol
6161,Natters,Tyrol
6162,Mutters,Tyrol
6165,Telfes in the Stubai,Tyrol
6166,Fulpmes,Tyrol
6167,Neustift in the Stubai Valley,Tyrol
6170,Zirl,Tyrol
6173,Oberperfuss,Tyrol
6175,Kematen in Tirol,Tyrol
6176,Völs,Tyrol
6178,Unterperfuss,Tyrol
6179,Ranggen,Tirol
6181,Sellrain,Tyrol
6182, "Gries im Sellrain",Tyrol
6182, "Gries im Sellrain",Tirol
6183,Kühtai,Tyrol
6184, "St. Sigmund",Tyrol
6200,Jenbach,Tyrol
6210,Wiesing,Tyrol
6212,Maurach,Tyrol
6213,Pertisau,Tyrol
6215,Achenkirch,Tyrol
6220,Buch in Tirol,Tirol
6222,Gallzein,Tyrol
6230,Brixlegg,Tyrol
6232,Münster,Tyrol
6233,Kramsach,Tyrol
6234,Brandenberg,Tyrol
6235,Reith im Alpbachtal,Tyrol
6236,Alpbach,Tyrol
6240,Rattenberg,Tyrol
6241,Radfeld,Tyrol
6250,Kundl,Tyrol
6252,Breitenbach am Inn,Tyrol
6260, "Bruck am Ziller",Tyrol
6261, "Strass im Zillertal",Tyrol
6262,Schlitters,Tirol
6263,Fügen,Tirol
6264,Fügenberg,Tyrol
6265,Hart in the Zillertal,Tyrol
6271,Uderns,Tirol
6272,Kaltenbach,Tyrol
6273,Ried im Zillertal,Tyrol
6274,Aschau,Tyrol
6275,Stumm,Tyrol
6276,Stummerberg,Tyrol
6277,Zellberg,Tyrol
6278,Hainzenberg,Tyrol
6280,Zell am Ziller,Tirol
6281,Gerlos,Tyrol
6283,Hippach,Tyrol
6284,Ramsau in the Zillertal,Tyrol
6290,Mayrhofen,Tyrol
6292,Finkenberg,Tyrol
6293,Tux,Tyrol
6294,Hintertux,Tyrol
6295,Ginzling,Tirol
6300,Wörgl,Tirol
6305,Itter,Tirol
6306,Söll,Tirol
6311,Wildschönau-Oberau,Tirol
6313,Wildschönau-Auffach,Tirol
6314,Wildschönau-Niederau,Tirol
6320,Angerberg,Tirol
6321,Angath,Tirol
6322,Kirchbichl,Tyrol
6323,Bad Häring,Tyrol
6324,Mariastein,Tyrol
6330,Kufstein,Tyrol
6334,Schwoich,Tyrol
6335,Thiersee,Tyrol
6336,Langkampfen,Tyrol
6341,Ebbs,Tyrol
6342,Niederndorf,Tyrol
6343,Erl,Tyrol
6344,Walchsee,Tyrol
6345,Kössen,Tyrol
6346,Niederndorferberg,Tyrol
6347,Rettenschöss,Tyrol
6351,Scheffau am Wilden Kaiser,Tyrol
6352,Ellmau,Tyrol
6353,Going am Wilden Kaiser,Tyrol
6361,Hopfgarten,Tyrol
6363,Westendorf,Tyrol
6364, "Brixen im Thale",Tyrol
6365, "Kirchberg in Tirol",Tyrol
6370,Kitzbühel,Tyrol
6371,Aurach,Tyrol
6372, "Oberndorf in Tirol",Tyrol
6373,Jochberg,Tyrol
6380, "St. Johann in Tyrol",Tyrol
6382, "Kirchdorf in Tirol",Tyrol
6383,Erpfendorf,Tyrol
6384,Waidring,Tyrol
6385,Schwendt,Tyrol
6391,Fieberbrunn,Tyrol
6392, "St. Jakob in Haus",Tyrol
6393,St. Ulrich am Pillersee,Tyrol
6395,Hochfilzen,Tyrol
6401,Inzing,Tyrol
6402,Hatting,Tyrol
6403,Flaurling,Tyrol
6404,Polling,Tirol
6405,Pfaffenhofen,Tyrol
6406,Oberhofen im Inntal,Tyrol
6408,Pettnau,Tyrol
6410,Telfs,Tyrol
6413,Wildermieming,Tyrol
6414,Mieming,Tyrol
6416,Obsteig,Tyrol
6421,Rietz,Tyrol
6422,Stams,Tirol
6423,Mötz,Tyrol
6424,Silz,Tirol
6425,Haiming,Tirol
6426,Roppen,Tyrol
6430,Ötztal train station,Tyrol
6432,Sautens,Tyrol
6433,Oetz,Tyrol
6441,Umhausen,Tyrol
6444,Längenfeld,Tyrol
6450,Sölden,Tyrol
6452,Hochsölden,Tyrol
6456,Obergurgl,Tyrol
6458,Vent,Tyrol
6460,Imst,Tyrol
6462,Karres,Tyrol
6463,Karrösten,Tyrol
6464,Tarrenz,Tyrol
6465,Nassereith,Tyrol
6471,Arzl im Pitztal,Tyrol
6473,Wenns,Tyrol
6474,Jerzens,Tyrol
6481, "St. Leonhard in the Pitztal",Tyrol
6491,Schönwies,Tyrol
6492,Imsterberg,Tyrol
6493,Mils,Tyrol
6500,Landeck,Tyrol
6511,Zams,Tyrol
6521,Fließ,Tyrol
6522,Prutz,Tyrol
6524,Feichten im Kaunertal,Tyrol
6525,Faggen,Tyrol
6526,Kauns,Tyrol
6527,Kaunerberg,Tyrol
6528,Fendels,Tyrol
6531,Ried im Oberinntal,Tyrol
6532,Ladis,Tyrol
6533,Fiss,Tyrol
6534,Serfaus,Tyrol
6541,Tösens,Tyrol
6542,Pfunds,Tyrol
6543,Nauders,Tyrol
6544,Spiss,Tyrol
6551,Pians,Tyrol
6552,Tobadill,Tyrol
6553,See,Tyrol
6555,Kappl,Tyrol
6561,Ischgl,Tyrol
6562,Mathon,Tyrol
6563,Galtür,Tyrol
6571,Strengen,Tirol
6572,Flirsch,Tyrol
6574,Pettneu am Arlberg,Tyrol
6580,St. Anton am Arlberg,Tyrol
6591,Grins,Tyrol
6600,Reutte,Tyrol
6604,Höfen,Tyrol
6610,Wängle,Tyrol
6611,Heiterwang,Tyrol
6621,Bichlbach,Tyrol
6622,Berwang,Tyrol
6623,Namlos,Tyrol
6631,Lermoos,Tyrol
6632,Ehrwald,Tyrol
6633,Biberwier,Tyrol
6642,Stanzach,Tyrol
6644,Elmen,Tyrol
6645,Vorderhornbach,Tyrol
6646,Hinterhornbach,Tyrol
6647,Pfafflar,Tyrol
6650,Gramais,Tyrol
